Learning Rate, Gamma, Reward 
0.25, 0.39999999999999997, 40.0
0.25, 0.39999999999999997, 4.0
0.25, 0.39999999999999997, 8.0
0.25, 0.44999999999999996, -168.0
0.25, 0.44999999999999996, -644.0
0.25, 0.44999999999999996, -359.0
0.25, 0.44999999999999996, -1006.0
0.25, 0.44999999999999996, -228.0
0.25, 0.44999999999999996, -736.0
0.25, 0.44999999999999996, -1129.0
0.25, 0.44999999999999996, 14.0
0.25, 0.44999999999999996, -347.0
0.25, 0.44999999999999996, -114.0
0.25, 0.44999999999999996, -131.0
0.25, 0.44999999999999996, -333.0
0.25, 0.44999999999999996, -613.0
0.25, 0.44999999999999996, -207.0
0.25, 0.44999999999999996, -140.0
0.25, 0.44999999999999996, 32.0
0.25, 0.44999999999999996, -116.0
0.25, 0.44999999999999996, -284.0
0.25, 0.44999999999999996, -99.0
0.25, 0.44999999999999996, -435.0
0.25, 0.44999999999999996, -92.0
0.25, 0.44999999999999996, -109.0
0.25, 0.44999999999999996, -536.0
0.25, 0.44999999999999996, -29.0
0.25, 0.44999999999999996, 1.0
0.25, 0.44999999999999996, -91.0
0.25, 0.44999999999999996, -36.0
0.25, 0.44999999999999996, -44.0
0.25, 0.44999999999999996, -79.0
0.25, 0.44999999999999996, 16.0
0.25, 0.44999999999999996, -54.0
0.25, 0.44999999999999996, -100.0
0.25, 0.44999999999999996, -267.0
0.25, 0.44999999999999996, -52.0
0.25, 0.44999999999999996, 4.0
0.25, 0.44999999999999996, -89.0
0.25, 0.44999999999999996, 30.0
0.25, 0.44999999999999996, -60.0
0.25, 0.44999999999999996, -41.0
0.25, 0.44999999999999996, -81.0
0.25, 0.44999999999999996, -123.0
0.25, 0.44999999999999996, -137.0
0.25, 0.44999999999999996, -69.0
0.25, 0.44999999999999996, 34.0
0.25, 0.44999999999999996, -327.0
0.25, 0.44999999999999996, -18.0
0.25, 0.44999999999999996, -15.0
0.25, 0.44999999999999996, -29.0
0.25, 0.44999999999999996, 46.0
0.25, 0.44999999999999996, 25.0
0.25, 0.44999999999999996, -119.0
0.25, 0.44999999999999996, 29.0
0.25, 0.44999999999999996, -10.0
0.25, 0.44999999999999996, 17.0
0.25, 0.44999999999999996, -98.0
0.25, 0.44999999999999996, -7.0
0.25, 0.44999999999999996, -155.0
0.25, 0.44999999999999996, -225.0
0.25, 0.44999999999999996, 38.0
0.25, 0.44999999999999996, -41.0
0.25, 0.44999999999999996, -81.0
0.25, 0.44999999999999996, -251.0
0.25, 0.44999999999999996, 6.0
0.25, 0.44999999999999996, 51.0
0.25, 0.44999999999999996, 18.0
0.25, 0.44999999999999996, -393.0
0.25, 0.44999999999999996, -19.0
0.25, 0.44999999999999996, 35.0
0.25, 0.44999999999999996, 29.0
0.25, 0.44999999999999996, 24.0
0.25, 0.44999999999999996, -26.0
0.25, 0.44999999999999996, -397.0
0.25, 0.44999999999999996, -16.0
0.25, 0.44999999999999996, -7.0
0.25, 0.44999999999999996, -55.0
0.25, 0.44999999999999996, -179.0
0.25, 0.44999999999999996, 48.0
0.25, 0.44999999999999996, 54.0
0.25, 0.44999999999999996, 47.0
0.25, 0.44999999999999996, 36.0
0.25, 0.44999999999999996, -3.0
0.25, 0.44999999999999996, 39.0
0.25, 0.44999999999999996, -133.0
0.25, 0.44999999999999996, 50.0
0.25, 0.44999999999999996, 71.0
0.25, 0.44999999999999996, -99.0
0.25, 0.44999999999999996, 57.0
0.25, 0.44999999999999996, 35.0
0.25, 0.44999999999999996, -53.0
0.25, 0.44999999999999996, 43.0
0.25, 0.44999999999999996, 42.0
0.25, 0.44999999999999996, 17.0
0.25, 0.44999999999999996, 47.0
0.25, 0.44999999999999996, 61.0
0.25, 0.44999999999999996, 27.0
0.25, 0.44999999999999996, 29.0
0.25, 0.44999999999999996, 64.0
0.25, 0.44999999999999996, 58.0
0.25, 0.44999999999999996, 47.0
0.25, 0.44999999999999996, -19.0
0.25, 0.49999999999999994, -1863.0
0.25, 0.49999999999999994, -714.0
0.25, 0.49999999999999994, -706.0
0.25, 0.49999999999999994, -98.0
0.25, 0.49999999999999994, -555.0
0.25, 0.49999999999999994, -202.0
0.25, 0.49999999999999994, -251.0
0.25, 0.49999999999999994, -329.0
0.25, 0.49999999999999994, -236.0
0.25, 0.49999999999999994, -486.0
0.25, 0.49999999999999994, -92.0
0.25, 0.49999999999999994, -70.0
0.25, 0.49999999999999994, -231.0
0.25, 0.49999999999999994, -410.0
0.25, 0.49999999999999994, -53.0
0.25, 0.49999999999999994, -516.0
0.25, 0.49999999999999994, -117.0
0.25, 0.49999999999999994, -328.0
0.25, 0.49999999999999994, -84.0
0.25, 0.49999999999999994, 21.0
0.25, 0.49999999999999994, -29.0
0.25, 0.49999999999999994, 37.0
0.25, 0.49999999999999994, -70.0
0.25, 0.49999999999999994, -71.0
0.25, 0.49999999999999994, -16.0
0.25, 0.49999999999999994, -301.0
0.25, 0.49999999999999994, -94.0
0.25, 0.49999999999999994, -46.0
0.25, 0.49999999999999994, -58.0
0.25, 0.49999999999999994, -677.0
0.25, 0.49999999999999994, -76.0
0.25, 0.49999999999999994, -28.0
0.25, 0.49999999999999994, 12.0
0.25, 0.49999999999999994, 23.0
0.25, 0.49999999999999994, -177.0
0.25, 0.49999999999999994, 61.0
0.25, 0.49999999999999994, -58.0
0.25, 0.49999999999999994, -38.0
0.25, 0.49999999999999994, -8.0
0.25, 0.49999999999999994, -69.0
0.25, 0.49999999999999994, -49.0
0.25, 0.49999999999999994, -91.0
0.25, 0.49999999999999994, -2.0
0.25, 0.49999999999999994, -36.0
0.25, 0.49999999999999994, -97.0
0.25, 0.49999999999999994, -22.0
0.25, 0.49999999999999994, 19.0
0.25, 0.49999999999999994, -5.0
0.25, 0.49999999999999994, -132.0
0.25, 0.49999999999999994, -70.0
0.25, 0.49999999999999994, 41.0
0.25, 0.49999999999999994, 41.0
0.25, 0.49999999999999994, 60.0
0.25, 0.49999999999999994, 42.0
0.25, 0.49999999999999994, 7.0
0.25, 0.49999999999999994, -18.0
0.25, 0.49999999999999994, 37.0
0.25, 0.49999999999999994, -366.0
0.25, 0.49999999999999994, 18.0
0.25, 0.49999999999999994, -216.0
0.25, 0.49999999999999994, 18.0
0.25, 0.49999999999999994, 41.0
0.25, 0.49999999999999994, 56.0
0.25, 0.49999999999999994, -25.0
0.25, 0.49999999999999994, 37.0
0.25, 0.49999999999999994, 34.0
0.25, 0.49999999999999994, 35.0
0.25, 0.49999999999999994, -7.0
0.25, 0.49999999999999994, -21.0
0.25, 0.49999999999999994, 37.0
0.25, 0.49999999999999994, -6.0
0.25, 0.49999999999999994, 2.0
0.25, 0.49999999999999994, -7.0
0.25, 0.49999999999999994, 45.0
0.25, 0.49999999999999994, 44.0
0.25, 0.49999999999999994, 66.0
0.25, 0.49999999999999994, 58.0
0.25, 0.49999999999999994, 9.0
0.25, 0.49999999999999994, -46.0
0.25, 0.49999999999999994, -41.0
0.25, 0.49999999999999994, 33.0
0.25, 0.49999999999999994, 25.0
0.25, 0.49999999999999994, 39.0
0.25, 0.49999999999999994, 51.0
0.25, 0.49999999999999994, 42.0
0.25, 0.49999999999999994, 37.0
0.25, 0.49999999999999994, 51.0
0.25, 0.49999999999999994, 74.0
0.25, 0.49999999999999994, 46.0
0.25, 0.49999999999999994, 34.0
0.25, 0.49999999999999994, 59.0
0.25, 0.49999999999999994, 59.0
0.25, 0.49999999999999994, 15.0
0.25, 0.49999999999999994, 34.0
0.25, 0.49999999999999994, 60.0
0.25, 0.49999999999999994, 63.0
0.25, 0.49999999999999994, 52.0
0.25, 0.49999999999999994, 29.0
0.25, 0.49999999999999994, 68.0
0.25, 0.49999999999999994, 23.0
0.25, 0.5499999999999999, -689.0
0.25, 0.5499999999999999, -490.0
0.25, 0.5499999999999999, -344.0
0.25, 0.5499999999999999, -373.0
0.25, 0.5499999999999999, -325.0
0.25, 0.5499999999999999, -646.0
0.25, 0.5499999999999999, -432.0
0.25, 0.5499999999999999, -99.0
0.25, 0.5499999999999999, -183.0
0.25, 0.5499999999999999, -51.0
0.25, 0.5499999999999999, -340.0
0.25, 0.5499999999999999, -82.0
0.25, 0.5499999999999999, -359.0
0.25, 0.5499999999999999, -16.0
0.25, 0.5499999999999999, -277.0
0.25, 0.5499999999999999, -185.0
0.25, 0.5499999999999999, -201.0
0.25, 0.5499999999999999, -164.0
0.25, 0.5499999999999999, -36.0
0.25, 0.5499999999999999, -21.0
0.25, 0.5499999999999999, -130.0
0.25, 0.5499999999999999, 18.0
0.25, 0.5499999999999999, -117.0
0.25, 0.5499999999999999, -35.0
0.25, 0.5499999999999999, 13.0
0.25, 0.5499999999999999, -1.0
0.25, 0.5499999999999999, -21.0
0.25, 0.5499999999999999, -92.0
0.25, 0.5499999999999999, -9.0
0.25, 0.5499999999999999, -212.0
0.25, 0.5499999999999999, -46.0
0.25, 0.5499999999999999, -399.0
0.25, 0.5499999999999999, 41.0
0.25, 0.5499999999999999, -142.0
0.25, 0.5499999999999999, -89.0
0.25, 0.5499999999999999, -96.0
0.25, 0.5499999999999999, -21.0
0.25, 0.5499999999999999, -37.0
0.25, 0.5499999999999999, -59.0
0.25, 0.5499999999999999, -72.0
0.25, 0.5499999999999999, -16.0
0.25, 0.5499999999999999, 27.0
0.25, 0.5499999999999999, -100.0
0.25, 0.5499999999999999, 13.0
0.25, 0.5499999999999999, -29.0
0.25, 0.5499999999999999, -74.0
0.25, 0.5499999999999999, -12.0
0.25, 0.5499999999999999, -26.0
0.25, 0.5499999999999999, 7.0
0.25, 0.5499999999999999, -5.0
0.25, 0.5499999999999999, -19.0
0.25, 0.5499999999999999, 49.0
0.25, 0.5499999999999999, 39.0
0.25, 0.5499999999999999, -6.0
0.25, 0.5499999999999999, 20.0
0.25, 0.5499999999999999, 34.0
0.25, 0.5499999999999999, -71.0
0.25, 0.5499999999999999, 10.0
0.25, 0.5499999999999999, -40.0
0.25, 0.5499999999999999, 4.0
0.25, 0.5499999999999999, 33.0
0.25, 0.5499999999999999, -7.0
0.25, 0.5499999999999999, 47.0
0.25, 0.5499999999999999, -2.0
0.25, 0.5499999999999999, 26.0
0.25, 0.5499999999999999, -43.0
0.25, 0.5499999999999999, 24.0
0.25, 0.5499999999999999, 17.0
0.25, 0.5499999999999999, 18.0
0.25, 0.5499999999999999, 39.0
0.25, 0.5499999999999999, -13.0
0.25, 0.5499999999999999, 24.0
0.25, 0.5499999999999999, 52.0
0.25, 0.5499999999999999, -3.0
0.25, 0.5499999999999999, 25.0
0.25, 0.5499999999999999, 25.0
0.25, 0.5499999999999999, 54.0
0.25, 0.5499999999999999, 50.0
0.25, 0.5499999999999999, 63.0
0.25, 0.5499999999999999, -67.0
0.25, 0.5499999999999999, 23.0
0.25, 0.5499999999999999, 32.0
0.25, 0.5499999999999999, 46.0
0.25, 0.5499999999999999, -307.0
0.25, 0.5499999999999999, -10.0
0.25, 0.5499999999999999, -16.0
0.25, 0.5499999999999999, 52.0
0.25, 0.5499999999999999, 43.0
0.25, 0.5499999999999999, 55.0
0.25, 0.5499999999999999, 52.0
0.25, 0.5499999999999999, 52.0
0.25, 0.5499999999999999, 36.0
0.25, 0.5499999999999999, 49.0
0.25, 0.5499999999999999, -19.0
0.25, 0.5499999999999999, 41.0
0.25, 0.5499999999999999, 66.0
0.25, 0.5499999999999999, 31.0
0.25, 0.5499999999999999, 51.0
0.25, 0.5499999999999999, 63.0
0.25, 0.5499999999999999, 41.0
0.25, 0.6, -277.0
0.25, 0.6, -1093.0
0.25, 0.6, -200.0
0.25, 0.6, -158.0
0.25, 0.6, -161.0
0.25, 0.6, -353.0
0.25, 0.6, -580.0
0.25, 0.6, -37.0
0.25, 0.6, -264.0
0.25, 0.6, -208.0
0.25, 0.6, -177.0
0.25, 0.6, -387.0
0.25, 0.6, -73.0
0.25, 0.6, -224.0
0.25, 0.6, -120.0
0.25, 0.6, -663.0
0.25, 0.6, -209.0
0.25, 0.6, -160.0
0.25, 0.6, -52.0
0.25, 0.6, -111.0
0.25, 0.6, -24.0
0.25, 0.6, -47.0
0.25, 0.6, -102.0
0.25, 0.6, -79.0
0.25, 0.6, -2.0
0.25, 0.6, 23.0
0.25, 0.6, -310.0
0.25, 0.6, -49.0
0.25, 0.6, -54.0
0.25, 0.6, -5.0
0.25, 0.6, -50.0
0.25, 0.6, -88.0
0.25, 0.6, -56.0
0.25, 0.6, 16.0
0.25, 0.6, -40.0
0.25, 0.6, -50.0
0.25, 0.6, -16.0
0.25, 0.6, -9.0
0.25, 0.6, 27.0
0.25, 0.6, 40.0
0.25, 0.6, 45.0
0.25, 0.6, 38.0
0.25, 0.6, -34.0
0.25, 0.6, -17.0
0.25, 0.6, 8.0
0.25, 0.6, 24.0
0.25, 0.6, 45.0
0.25, 0.6, -28.0
0.25, 0.6, -241.0
0.25, 0.6, 30.0
0.25, 0.6, 8.0
0.25, 0.6, -30.0
0.25, 0.6, 39.0
0.25, 0.6, 55.0
0.25, 0.6, 18.0
0.25, 0.6, 20.0
0.25, 0.6, -31.0
0.25, 0.6, -35.0
0.25, 0.6, 38.0
0.25, 0.6, 32.0
0.25, 0.6, -32.0
0.25, 0.6, 43.0
0.25, 0.6, 68.0
0.25, 0.6, 40.0
0.25, 0.6, -7.0
0.25, 0.6, 8.0
0.25, 0.6, 37.0
0.25, 0.6, -27.0
0.25, 0.6, -649.0
0.25, 0.6, 45.0
0.25, 0.6, 64.0
0.25, 0.6, -84.0
0.25, 0.6, 32.0
0.25, 0.6, 46.0
0.25, 0.6, 35.0
0.25, 0.6, 57.0
0.25, 0.6, 2.0
0.25, 0.6, 42.0
0.25, 0.6, 49.0
0.25, 0.6, 45.0
0.25, 0.6, 62.0
0.25, 0.6, 61.0
0.25, 0.6, 59.0
0.25, 0.6, 66.0
0.25, 0.6, 15.0
0.25, 0.6, 39.0
0.25, 0.6, -31.0
0.25, 0.6, 34.0
0.25, 0.6, 41.0
0.25, 0.6, 37.0
0.25, 0.6, -319.0
0.25, 0.6, 64.0
0.25, 0.6, 39.0
0.25, 0.6, 19.0
0.25, 0.6, 32.0
0.25, 0.6, 44.0
0.25, 0.6, 37.0
0.25, 0.6, 46.0
0.25, 0.6, 59.0
0.25, 0.6, 59.0
0.25, 0.65, -307.0
0.25, 0.65, -134.0
0.25, 0.65, -619.0
0.25, 0.65, -343.0
0.25, 0.65, -218.0
0.25, 0.65, -485.0
0.25, 0.65, -241.0
0.25, 0.65, -195.0
0.25, 0.65, -13.0
0.25, 0.65, -293.0
0.25, 0.65, -220.0
0.25, 0.65, -317.0
0.25, 0.65, -59.0
0.25, 0.65, -798.0
0.25, 0.65, -212.0
0.25, 0.65, 14.0
0.25, 0.65, -452.0
0.25, 0.65, -240.0
0.25, 0.65, -954.0
0.25, 0.65, -35.0
0.25, 0.65, -14.0
0.25, 0.65, -173.0
0.25, 0.65, -106.0
0.25, 0.65, 4.0
0.25, 0.65, -352.0
0.25, 0.65, -21.0
0.25, 0.65, -45.0
0.25, 0.65, -162.0
0.25, 0.65, -29.0
0.25, 0.65, -1.0
0.25, 0.65, 7.0
0.25, 0.65, 6.0
0.25, 0.65, 28.0
0.25, 0.65, -73.0
0.25, 0.65, -4.0
0.25, 0.65, -29.0
0.25, 0.65, 8.0
0.25, 0.65, 10.0
0.25, 0.65, -67.0
0.25, 0.65, -9.0
0.25, 0.65, 28.0
0.25, 0.65, -6.0
0.25, 0.65, -80.0
0.25, 0.65, 15.0
0.25, 0.65, -122.0
0.25, 0.65, 32.0
0.25, 0.65, 41.0
0.25, 0.65, -15.0
0.25, 0.65, -15.0
0.25, 0.65, 14.0
0.25, 0.65, 10.0
0.25, 0.65, 13.0
0.25, 0.65, 42.0
0.25, 0.65, -130.0
0.25, 0.65, 51.0
0.25, 0.65, 23.0
0.25, 0.65, 27.0
0.25, 0.65, 60.0
0.25, 0.65, 44.0
0.25, 0.65, -6.0
0.25, 0.65, 29.0
0.25, 0.65, 49.0
0.25, 0.65, 45.0
0.25, 0.65, 40.0
0.25, 0.65, -172.0
0.25, 0.65, 37.0
0.25, 0.65, -16.0
0.25, 0.65, 10.0
0.25, 0.65, 54.0
0.25, 0.65, 17.0
0.25, 0.65, 17.0
0.25, 0.65, 43.0
0.25, 0.65, 52.0
0.25, 0.65, 53.0
0.25, 0.65, 50.0
0.25, 0.65, 64.0
0.25, 0.65, 22.0
0.25, 0.65, 46.0
0.25, 0.65, 60.0
0.25, 0.65, 45.0
0.25, 0.65, 39.0
0.25, 0.65, 62.0
0.25, 0.65, 47.0
0.25, 0.65, 68.0
0.25, 0.65, -31.0
0.25, 0.65, 50.0
0.25, 0.65, 58.0
0.25, 0.65, 28.0
0.25, 0.65, 68.0
0.25, 0.65, 59.0
0.25, 0.65, 33.0
0.25, 0.65, 46.0
0.25, 0.65, 59.0
0.25, 0.65, 48.0
0.25, 0.65, 51.0
0.25, 0.65, 63.0
0.25, 0.65, 60.0
0.25, 0.65, 60.0
0.25, 0.65, 53.0
0.25, 0.65, 55.0
0.25, 0.7000000000000001, -819.0
0.25, 0.7000000000000001, -367.0
0.25, 0.7000000000000001, -94.0
0.25, 0.7000000000000001, -1574.0
0.25, 0.7000000000000001, -157.0
0.25, 0.7000000000000001, -388.0
0.25, 0.7000000000000001, -122.0
0.25, 0.7000000000000001, -233.0
0.25, 0.7000000000000001, -42.0
0.25, 0.7000000000000001, -102.0
0.25, 0.7000000000000001, -231.0
0.25, 0.7000000000000001, -193.0
0.25, 0.7000000000000001, -82.0
0.25, 0.7000000000000001, -910.0
0.25, 0.7000000000000001, -267.0
0.25, 0.7000000000000001, -118.0
0.25, 0.7000000000000001, -13.0
0.25, 0.7000000000000001, -51.0
0.25, 0.7000000000000001, -44.0
0.25, 0.7000000000000001, -54.0
0.25, 0.7000000000000001, 10.0
0.25, 0.7000000000000001, -79.0
0.25, 0.7000000000000001, -50.0
0.25, 0.7000000000000001, -28.0
0.25, 0.7000000000000001, -12.0
0.25, 0.7000000000000001, -128.0
0.25, 0.7000000000000001, -50.0
0.25, 0.7000000000000001, 21.0
0.25, 0.7000000000000001, -108.0
0.25, 0.7000000000000001, 16.0
0.25, 0.7000000000000001, -18.0
0.25, 0.7000000000000001, -221.0
0.25, 0.7000000000000001, -265.0
0.25, 0.7000000000000001, -175.0
0.25, 0.7000000000000001, 21.0
0.25, 0.7000000000000001, -187.0
0.25, 0.7000000000000001, -54.0
0.25, 0.7000000000000001, -975.0
0.25, 0.7000000000000001, -157.0
0.25, 0.7000000000000001, -59.0
0.25, 0.7000000000000001, -384.0
0.25, 0.7000000000000001, 11.0
0.25, 0.7000000000000001, 47.0
0.25, 0.7000000000000001, -18.0
0.25, 0.7000000000000001, -11.0
0.25, 0.7000000000000001, 54.0
0.25, 0.7000000000000001, 35.0
0.25, 0.7000000000000001, -154.0
0.25, 0.7000000000000001, -23.0
0.25, 0.7000000000000001, 17.0
0.25, 0.7000000000000001, 10.0
0.25, 0.7000000000000001, 50.0
0.25, 0.7000000000000001, 36.0
0.25, 0.7000000000000001, -28.0
0.25, 0.7000000000000001, -136.0
0.25, 0.7000000000000001, -21.0
0.25, 0.7000000000000001, 28.0
0.25, 0.7000000000000001, 53.0
0.25, 0.7000000000000001, -169.0
0.25, 0.7000000000000001, 5.0
0.25, 0.7000000000000001, 45.0
0.25, 0.7000000000000001, -6.0
0.25, 0.7000000000000001, 2.0
0.25, 0.7000000000000001, 32.0
0.25, 0.7000000000000001, -36.0
0.25, 0.7000000000000001, 24.0
0.25, 0.7000000000000001, 51.0
0.25, 0.7000000000000001, 31.0
0.25, 0.7000000000000001, -7.0
0.25, 0.7000000000000001, 50.0
0.25, 0.7000000000000001, 14.0
0.25, 0.7000000000000001, 54.0
0.25, 0.7000000000000001, -183.0
0.25, 0.7000000000000001, 41.0
0.25, 0.7000000000000001, 54.0
0.25, 0.7000000000000001, 35.0
0.25, 0.7000000000000001, 61.0
0.25, 0.7000000000000001, 40.0
0.25, 0.7000000000000001, 62.0
0.25, 0.7000000000000001, 50.0
0.25, 0.7000000000000001, 40.0
0.25, 0.7000000000000001, 44.0
0.25, 0.7000000000000001, 29.0
0.25, 0.7000000000000001, 66.0
0.25, 0.7000000000000001, -8.0
0.25, 0.7000000000000001, 53.0
0.25, 0.7000000000000001, -190.0
0.25, 0.7000000000000001, 44.0
0.25, 0.7000000000000001, 64.0
0.25, 0.7000000000000001, 59.0
0.25, 0.7000000000000001, 51.0
0.25, 0.7000000000000001, 61.0
0.25, 0.7000000000000001, 60.0
0.25, 0.7000000000000001, 62.0
0.25, 0.7000000000000001, 46.0
0.25, 0.7000000000000001, 50.0
0.25, 0.7000000000000001, 53.0
0.25, 0.7000000000000001, 47.0
0.25, 0.7000000000000001, 43.0
0.25, 0.7000000000000001, 55.0
0.25, 0.7500000000000001, -71.0
0.25, 0.7500000000000001, -801.0
0.25, 0.7500000000000001, -342.0
0.25, 0.7500000000000001, -242.0
0.25, 0.7500000000000001, -200.0
0.25, 0.7500000000000001, -136.0
0.25, 0.7500000000000001, -190.0
0.25, 0.7500000000000001, -182.0
0.25, 0.7500000000000001, -334.0
0.25, 0.7500000000000001, -124.0
0.25, 0.7500000000000001, -196.0
0.25, 0.7500000000000001, 32.0
0.25, 0.7500000000000001, -216.0
0.25, 0.7500000000000001, -188.0
0.25, 0.7500000000000001, -134.0
0.25, 0.7500000000000001, -82.0
0.25, 0.7500000000000001, -142.0
0.25, 0.7500000000000001, -47.0
0.25, 0.7500000000000001, -25.0
0.25, 0.7500000000000001, 14.0
0.25, 0.7500000000000001, -56.0
0.25, 0.7500000000000001, -99.0
0.25, 0.7500000000000001, -68.0
0.25, 0.7500000000000001, -51.0
0.25, 0.7500000000000001, 29.0
0.25, 0.7500000000000001, -153.0
0.25, 0.7500000000000001, -26.0
0.25, 0.7500000000000001, -140.0
0.25, 0.7500000000000001, 12.0
0.25, 0.7500000000000001, -22.0
0.25, 0.7500000000000001, -55.0
0.25, 0.7500000000000001, -67.0
0.25, 0.7500000000000001, -19.0
0.25, 0.7500000000000001, -125.0
0.25, 0.7500000000000001, -7.0
0.25, 0.7500000000000001, -11.0
0.25, 0.7500000000000001, -65.0
0.25, 0.7500000000000001, 5.0
0.25, 0.7500000000000001, 8.0
0.25, 0.7500000000000001, -104.0
0.25, 0.7500000000000001, 42.0
0.25, 0.7500000000000001, -29.0
0.25, 0.7500000000000001, -50.0
0.25, 0.7500000000000001, 8.0
0.25, 0.7500000000000001, 32.0
0.25, 0.7500000000000001, -120.0
0.25, 0.7500000000000001, -15.0
0.25, 0.7500000000000001, 21.0
0.25, 0.7500000000000001, 33.0
0.25, 0.7500000000000001, 18.0
0.25, 0.7500000000000001, -56.0
0.25, 0.7500000000000001, 46.0
0.25, 0.7500000000000001, 2.0
0.25, 0.7500000000000001, 36.0
0.25, 0.7500000000000001, 1.0
0.25, 0.7500000000000001, 43.0
0.25, 0.7500000000000001, -34.0
0.25, 0.7500000000000001, 8.0
0.25, 0.7500000000000001, 0.0
0.25, 0.7500000000000001, 56.0
0.25, 0.7500000000000001, 46.0
0.25, 0.7500000000000001, 16.0
0.25, 0.7500000000000001, -27.0
0.25, 0.7500000000000001, 13.0
0.25, 0.7500000000000001, 32.0
0.25, 0.7500000000000001, 55.0
0.25, 0.7500000000000001, -9.0
0.25, 0.7500000000000001, 29.0
0.25, 0.7500000000000001, 49.0
0.25, 0.7500000000000001, 47.0
0.25, 0.7500000000000001, 47.0
0.25, 0.7500000000000001, 13.0
0.25, 0.7500000000000001, 65.0
0.25, 0.7500000000000001, 36.0
0.25, 0.7500000000000001, 27.0
0.25, 0.7500000000000001, 33.0
0.25, 0.7500000000000001, 59.0
0.25, 0.7500000000000001, 57.0
0.25, 0.7500000000000001, 51.0
0.25, 0.7500000000000001, 57.0
0.25, 0.7500000000000001, -55.0
0.25, 0.7500000000000001, 47.0
0.25, 0.7500000000000001, 60.0
0.25, 0.7500000000000001, 54.0
0.25, 0.7500000000000001, 50.0
0.25, 0.7500000000000001, 57.0
0.25, 0.7500000000000001, 46.0
0.25, 0.7500000000000001, 65.0
0.25, 0.7500000000000001, 66.0
0.25, 0.7500000000000001, 57.0
0.25, 0.7500000000000001, 46.0
0.25, 0.7500000000000001, 57.0
0.25, 0.7500000000000001, 33.0
0.25, 0.7500000000000001, 14.0
0.25, 0.7500000000000001, 42.0
0.25, 0.7500000000000001, 48.0
0.25, 0.7500000000000001, 60.0
0.25, 0.7500000000000001, 62.0
0.25, 0.7500000000000001, 62.0
0.25, 0.7500000000000001, 55.0
0.25, 0.8000000000000002, -128.0
0.25, 0.8000000000000002, -1221.0
0.25, 0.8000000000000002, -1054.0
0.25, 0.8000000000000002, -163.0
0.25, 0.8000000000000002, -418.0
0.25, 0.8000000000000002, -219.0
0.25, 0.8000000000000002, -8.0
0.25, 0.8000000000000002, -278.0
0.25, 0.8000000000000002, -455.0
0.25, 0.8000000000000002, -39.0
0.25, 0.8000000000000002, -317.0
0.25, 0.8000000000000002, -420.0
0.25, 0.8000000000000002, -47.0
0.25, 0.8000000000000002, -48.0
0.25, 0.8000000000000002, -134.0
0.25, 0.8000000000000002, -107.0
0.25, 0.8000000000000002, -105.0
0.25, 0.8000000000000002, -44.0
0.25, 0.8000000000000002, -115.0
0.25, 0.8000000000000002, -151.0
0.25, 0.8000000000000002, -39.0
0.25, 0.8000000000000002, -180.0
0.25, 0.8000000000000002, -157.0
0.25, 0.8000000000000002, 6.0
0.25, 0.8000000000000002, -16.0
0.25, 0.8000000000000002, -94.0
0.25, 0.8000000000000002, -8.0
0.25, 0.8000000000000002, 9.0
0.25, 0.8000000000000002, -1.0
0.25, 0.8000000000000002, 33.0
0.25, 0.8000000000000002, -89.0
0.25, 0.8000000000000002, 37.0
0.25, 0.8000000000000002, 41.0
0.25, 0.8000000000000002, -10.0
0.25, 0.8000000000000002, -202.0
0.25, 0.8000000000000002, -119.0
0.25, 0.8000000000000002, 3.0
0.25, 0.8000000000000002, -56.0
0.25, 0.8000000000000002, -4.0
0.25, 0.8000000000000002, -12.0
0.25, 0.8000000000000002, 28.0
0.25, 0.8000000000000002, -82.0
0.25, 0.8000000000000002, -15.0
0.25, 0.8000000000000002, 30.0
0.25, 0.8000000000000002, -8.0
0.25, 0.8000000000000002, -11.0
0.25, 0.8000000000000002, -187.0
0.25, 0.8000000000000002, -16.0
0.25, 0.8000000000000002, 2.0
0.25, 0.8000000000000002, -33.0
0.25, 0.8000000000000002, 41.0
0.25, 0.8000000000000002, -35.0
0.25, 0.8000000000000002, 30.0
0.25, 0.8000000000000002, 11.0
0.25, 0.8000000000000002, 13.0
0.25, 0.8000000000000002, 23.0
0.25, 0.8000000000000002, -12.0
0.25, 0.8000000000000002, 35.0
0.25, 0.8000000000000002, 37.0
0.25, 0.8000000000000002, 0.0
0.25, 0.8000000000000002, 44.0
0.25, 0.8000000000000002, 20.0
0.25, 0.8000000000000002, 29.0
0.25, 0.8000000000000002, 17.0
0.25, 0.8000000000000002, 43.0
0.25, 0.8000000000000002, 24.0
0.25, 0.8000000000000002, 41.0
0.25, 0.8000000000000002, 47.0
0.25, 0.8000000000000002, 64.0
0.25, 0.8000000000000002, 32.0
0.25, 0.8000000000000002, 15.0
0.25, 0.8000000000000002, 59.0
0.25, 0.8000000000000002, 29.0
0.25, 0.8000000000000002, 30.0
0.25, 0.8000000000000002, 57.0
0.25, 0.8000000000000002, 62.0
0.25, 0.8000000000000002, 73.0
0.25, 0.8000000000000002, 44.0
0.25, 0.8000000000000002, 62.0
0.25, 0.8000000000000002, 72.0
0.25, 0.8000000000000002, 69.0
0.25, 0.8000000000000002, 38.0
0.25, 0.8000000000000002, 30.0
0.25, 0.8000000000000002, 17.0
0.25, 0.8000000000000002, 57.0
