Iteration, Difficulty, Learner, Measure, Value 
96, Easy, Policy Iteration, Rewards, 88.0
97, Easy, Policy Iteration, Rewards, 93.0
98, Easy, Policy Iteration, Rewards, 90.0
99, Easy, Policy Iteration, Rewards, 92.0
100, Easy, Policy Iteration, Rewards, 89.0
1, Easy, Q Learning, Rewards, 12.0
2, Easy, Q Learning, Rewards, -20.0
3, Easy, Q Learning, Rewards, 66.0
4, Easy, Q Learning, Rewards, 88.0
5, Easy, Q Learning, Rewards, 86.0
6, Easy, Q Learning, Rewards, 81.0
7, Easy, Q Learning, Rewards, 87.0
8, Easy, Q Learning, Rewards, 89.0
9, Easy, Q Learning, Rewards, 86.0
10, Easy, Q Learning, Rewards, 64.0
11, Easy, Q Learning, Rewards, 81.0
12, Easy, Q Learning, Rewards, 85.0
13, Easy, Q Learning, Rewards, 87.0
14, Easy, Q Learning, Rewards, 83.0
15, Easy, Q Learning, Rewards, 88.0
16, Easy, Q Learning, Rewards, 86.0
17, Easy, Q Learning, Rewards, 89.0
18, Easy, Q Learning, Rewards, 85.0
19, Easy, Q Learning, Rewards, 92.0
20, Easy, Q Learning, Rewards, 91.0
21, Easy, Q Learning, Rewards, 92.0
22, Easy, Q Learning, Rewards, 90.0
23, Easy, Q Learning, Rewards, 91.0
24, Easy, Q Learning, Rewards, 90.0
25, Easy, Q Learning, Rewards, 91.0
26, Easy, Q Learning, Rewards, 86.0
27, Easy, Q Learning, Rewards, 86.0
28, Easy, Q Learning, Rewards, 89.0
29, Easy, Q Learning, Rewards, 91.0
30, Easy, Q Learning, Rewards, 90.0
31, Easy, Q Learning, Rewards, 79.0
32, Easy, Q Learning, Rewards, 81.0
33, Easy, Q Learning, Rewards, 80.0
34, Easy, Q Learning, Rewards, 76.0
35, Easy, Q Learning, Rewards, 87.0
36, Easy, Q Learning, Rewards, 82.0
37, Easy, Q Learning, Rewards, 92.0
38, Easy, Q Learning, Rewards, 92.0
39, Easy, Q Learning, Rewards, 93.0
40, Easy, Q Learning, Rewards, 92.0
41, Easy, Q Learning, Rewards, 92.0
42, Easy, Q Learning, Rewards, 86.0
43, Easy, Q Learning, Rewards, 93.0
44, Easy, Q Learning, Rewards, 92.0
45, Easy, Q Learning, Rewards, 91.0
46, Easy, Q Learning, Rewards, 92.0
47, Easy, Q Learning, Rewards, 86.0
48, Easy, Q Learning, Rewards, 88.0
49, Easy, Q Learning, Rewards, 89.0
50, Easy, Q Learning, Rewards, 71.0
51, Easy, Q Learning, Rewards, 78.0
52, Easy, Q Learning, Rewards, 80.0
53, Easy, Q Learning, Rewards, 82.0
54, Easy, Q Learning, Rewards, 92.0
55, Easy, Q Learning, Rewards, 93.0
56, Easy, Q Learning, Rewards, 89.0
57, Easy, Q Learning, Rewards, 89.0
58, Easy, Q Learning, Rewards, 56.0
59, Easy, Q Learning, Rewards, 92.0
60, Easy, Q Learning, Rewards, 81.0
61, Easy, Q Learning, Rewards, 90.0
62, Easy, Q Learning, Rewards, 85.0
63, Easy, Q Learning, Rewards, 81.0
64, Easy, Q Learning, Rewards, 93.0
65, Easy, Q Learning, Rewards, 84.0
66, Easy, Q Learning, Rewards, 92.0
67, Easy, Q Learning, Rewards, 86.0
68, Easy, Q Learning, Rewards, 92.0
69, Easy, Q Learning, Rewards, 75.0
70, Easy, Q Learning, Rewards, 87.0
71, Easy, Q Learning, Rewards, 92.0
72, Easy, Q Learning, Rewards, 93.0
73, Easy, Q Learning, Rewards, 91.0
74, Easy, Q Learning, Rewards, 92.0
75, Easy, Q Learning, Rewards, 87.0
76, Easy, Q Learning, Rewards, 92.0
77, Easy, Q Learning, Rewards, 71.0
78, Easy, Q Learning, Rewards, 87.0
79, Easy, Q Learning, Rewards, 74.0
80, Easy, Q Learning, Rewards, 81.0
81, Easy, Q Learning, Rewards, 83.0
82, Easy, Q Learning, Rewards, 91.0
83, Easy, Q Learning, Rewards, 87.0
84, Easy, Q Learning, Rewards, 88.0
85, Easy, Q Learning, Rewards, 86.0
86, Easy, Q Learning, Rewards, 92.0
87, Easy, Q Learning, Rewards, 90.0
88, Easy, Q Learning, Rewards, 90.0
89, Easy, Q Learning, Rewards, 88.0
90, Easy, Q Learning, Rewards, 87.0
91, Easy, Q Learning, Rewards, 58.0
92, Easy, Q Learning, Rewards, 80.0
93, Easy, Q Learning, Rewards, 88.0
94, Easy, Q Learning, Rewards, 92.0
95, Easy, Q Learning, Rewards, 87.0
96, Easy, Q Learning, Rewards, 82.0
97, Easy, Q Learning, Rewards, 86.0
98, Easy, Q Learning, Rewards, 91.0
99, Easy, Q Learning, Rewards, 93.0
100, Easy, Q Learning, Rewards, 92.0
